Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Marzo,Abril
2019,9,Ciudad de México,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,42,32
2019,9,Ciudad de México,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,1,0
2019,9,Ciudad de México,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,32,30
2019,9,Ciudad de México,La sociedad,Trata de personas,Trata de personas,Trata de personas,7,13
2019,9,Ciudad de México,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,195,196
2019,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,420,320
2019,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,1190,1147
2019,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,77,86
2019,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,1,1
2019,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,48,51
2019,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,683,599
2019,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,81,79
2019,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,453,448
2019,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,2
2019,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,524,529
2019,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,7,8
2019,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,1,2
2019,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,3,2
2019,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0
2019,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0
2019,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0
2019,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,14,17
2019,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0
2019,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,8
2019,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,4,2
2019,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,10,5
2019,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,61,56
2019,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,73,96
2019,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0
2019,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0
2019,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,81,74
2019,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,3,9
2019,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,1,7
2019,10,Durango,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0
2019,10,Durango,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,1
2019,10,Durango,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0
2019,10,Durango,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0
2019,10,Durango,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,0
2019,10,Durango,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,7
2019,10,Durango,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0
2019,10,Durango,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0
2019,10,Durango,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0
2019,10,Durango,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0
2019,10,Durango,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0
2019,10,Durango,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0
2019,10,Durango,Libertad personal,Rapto,Rapto,Rapto,0,0
2019,10,Durango,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,22,14
2019,10,Durango,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,40,39
2019,10,Durango,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,4,5
2019,10,Durango,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0
2019,10,Durango,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,26,17
2019,10,Durango,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,0
2019,10,Durango,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0
2019,10,Durango,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,5,11
2019,10,Durango,El patrimonio,Robo,Robo a casa habitación,Con violencia,5,5
2019,10,Durango,El patrimonio,Robo,Robo a casa habitación,Sin violencia,252,246
2019,10,Durango,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,7,4
2019,10,Durango,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,52,50
2019,10,Durango,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,2
2019,10,Durango,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,8,11
2019,10,Durango,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0
2019,10,Durango,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0
2019,10,Durango,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0
2019,10,Durango,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0
2019,10,Durango,El patrimonio,Robo,Robo a transportista,Con violencia,2,3
2019,10,Durango,El patrimonio,Robo,Robo a transportista,Sin violencia,1,5
2019,10,Durango,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,11,11
2019,10,Durango,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,18,18
2019,10,Durango,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,12,0
2019,10,Durango,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,4,0
2019,10,Durango,El patrimonio,Robo,Robo en transporte público individual,Con violencia,2,2
2019,10,Durango,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,10,10
2019,10,Durango,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0
2019,10,Durango,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,1,0
2019,10,Durango,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0
2019,10,Durango,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0
2019,10,Durango,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0
2019,10,Durango,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0
2019,10,Durango,El patrimonio,Robo,Robo a negocio,Con violencia,26,7
2019,10,Durango,El patrimonio,Robo,Robo a negocio,Sin violencia,128,129
2019,10,Durango,El patrimonio,Robo,Robo de ganado,Con violencia,1,0
2019,10,Durango,El patrimonio,Robo,Robo de ganado,Sin violencia,10,18
2019,10,Durango,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0
2019,10,Durango,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0
2019,10,Durango,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0
2019,10,Durango,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0
2019,10,Durango,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0
2019,10,Durango,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0
2019,10,Durango,El patrimonio,Robo,Otros robos,Con violencia,2,4
2019,10,Durango,El patrimonio,Robo,Otros robos,Sin violencia,359,348
2019,10,Durango,El patrimonio,Fraude,Fraude,Fraude,125,107
2019,10,Durango,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,52,37
2019,10,Durango,El patrimonio,Extorsión,Extorsión,Extorsión,9,9
2019,10,Durango,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,206,165
2019,10,Durango,El patrimonio,Despojo,Despojo,Despojo,38,34
2019,10,Durango,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,45,66
2019,10,Durango,La familia,Violencia familiar,Violencia familiar,Violencia familiar,463,541
2019,10,Durango,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0
2019,10,Durango,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,3,12
2019,10,Durango,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,16,27
2019,10,Durango,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,6,5
2019,10,Durango,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0
2019,10,Durango,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,2,0
2019,10,Durango,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,129,77
2019,10,Durango,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,85,62
2019,10,Durango,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,7,0
2019,10,Durango,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0
2019,10,Durango,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,1,0
2019,10,Durango,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,2,4
2019,10,Durango,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0
2019,10,Durango,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,2,8
2019,10,Durango,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,2
2019,10,Durango,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,77,79
2019,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,201,192
2019,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,12,12
2019,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,35,32
2019,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0
2019,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0
2019,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0
2019,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,89,76
2019,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,70,83
2019,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0
2019,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,81,81
2019,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,85,76
2019,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,1135,1154
2019,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0
2019,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0
2019,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0
2019,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,2,1
2019,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,1,3
2019,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0
2019,11,Guanajuato,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0
2019,11,Guanajuato,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0
2019,11,Guanajuato,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,1
2019,11,Guanajuato,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0
2019,11,Guanajuato,La vida y la Integridad corporal,Aborto,Aborto,Aborto,1,2
2019,11,Guanajuato,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0
2019,11,Guanajuato,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0
2019,11,Guanajuato,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0
2019,11,Guanajuato,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,1,1
2019,11,Guanajuato,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0
2019,11,Guanajuato,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0
2019,11,Guanajuato,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,3
2019,11,Guanajuato,Libertad personal,Rapto,Rapto,Rapto,0,0
2019,11,Guanajuato,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,0
2019,11,Guanajuato,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,86,106
2019,11,Guanajuato,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,19,17
2019,11,Guanajuato,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,5,3
2019,11,Guanajuato,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,63,65
2019,11,Guanajuato,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,3,2
2019,11,Guanajuato,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0
2019,11,Guanajuato,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo a casa habitación,Con violencia,24,26
2019,11,Guanajuato,El patrimonio,Robo,Robo a casa habitación,Sin violencia,285,343
2019,11,Guanajuato,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,150,158
2019,11,Guanajuato,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,231,209
2019,11,Guanajuato,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo a transportista,Con violencia,1,1
2019,11,Guanajuato,El patrimonio,Robo,Robo a transportista,Sin violencia,1,0
2019,11,Guanajuato,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,19,2
2019,11,Guanajuato,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,8,7
2019,11,Guanajuato,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo a negocio,Con violencia,262,262
2019,11,Guanajuato,El patrimonio,Robo,Robo a negocio,Sin violencia,322,310
2019,11,Guanajuato,El patrimonio,Robo,Robo de ganado,Con violencia,0,2
2019,11,Guanajuato,El patrimonio,Robo,Robo de ganado,Sin violencia,36,32
2019,11,Guanajuato,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0
2019,11,Guanajuato,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0
2019,11,Guanajuato,El patrimonio,Robo,Otros robos,Con violencia,684,691
2019,11,Guanajuato,El patrimonio,Robo,Otros robos,Sin violencia,1429,1374
2019,11,Guanajuato,El patrimonio,Fraude,Fraude,Fraude,239,250
2019,11,Guanajuato,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,140,142
2019,11,Guanajuato,El patrimonio,Extorsión,Extorsión,Extorsión,0,2
2019,11,Guanajuato,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,1043,1031
2019,11,Guanajuato,El patrimonio,Despojo,Despojo,Despojo,129,117
2019,11,Guanajuato,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,0,0
2019,11,Guanajuato,La familia,Violencia familiar,Violencia familiar,Violencia familiar,967,1030
2019,11,Guanajuato,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0
2019,11,Guanajuato,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,152,157
2019,11,Guanajuato,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0
2019,11,Guanajuato,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,18,15
2019,11,Guanajuato,La sociedad,Trata de personas,Trata de personas,Trata de personas,2,0
2019,11,Guanajuato,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0
2019,11,Guanajuato,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,610,674
2019,11,Guanajuato,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,852,937
2019,11,Guanajuato,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,43,50
2019,11,Guanajuato,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,2
2019,11,Guanajuato,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,20,13
2019,11,Guanajuato,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,49,42
2019,11,Guanajuato,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0
2019,11,Guanajuato,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,0
2019,11,Guanajuato,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0
2019,11,Guanajuato,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,1885,1852
2019,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,96,77
2019,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,3,5
2019,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,16,29
2019,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0
2019,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0
2019,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0
2019,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,24,23
2019,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,20,22
2019,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0
2019,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,24,18
2019,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,11,16
2019,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,176,162
2019,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0
2019,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0
2019,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,2,0
2019,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,53,65
2019,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,14,6
2019,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0
2019,12,Guerrero,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0
2019,12,Guerrero,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,1,1
2019,12,Guerrero,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,3,0
2019,12,Guerrero,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0
2019,12,Guerrero,La vida y la Integridad corporal,Aborto,Aborto,Aborto,1,0
2019,12,Guerrero,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,2,2
2019,12,Guerrero,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,2,4
2019,12,Guerrero,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0
2019,12,Guerrero,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0
2019,12,Guerrero,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0
2019,12,Guerrero,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0
2019,12,Guerrero,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0
2019,12,Guerrero,Libertad personal,Rapto,Rapto,Rapto,0,0
2019,12,Guerrero,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,32,38
2019,12,Guerrero,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,29,27
2019,12,Guerrero,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,5,2
2019,12,Guerrero,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0
2019,12,Guerrero,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,21,24
2019,12,Guerrero,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,11,7
2019,12,Guerrero,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0
2019,12,Guerrero,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0
2019,12,Guerrero,El patrimonio,Robo,Robo a casa habitación,Con violencia,6,3
2019,12,Guerrero,El patrimonio,Robo,Robo a casa habitación,Sin violencia,10,21
2019,12,Guerrero,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,152,129
2019,12,Guerrero,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,93,90
2019,12,Guerrero,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,14,13
2019,12,Guerrero,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,38,33
2019,12,Guerrero,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0
2019,12,Guerrero,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,1
2019,12,Guerrero,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0
2019,12,Guerrero,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,1
2019,12,Guerrero,El patrimonio,Robo,Robo a transportista,Con violencia,0,0
2019,12,Guerrero,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0
2019,12,Guerrero,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,17,15
